#,"URL Rating (desc)","Domain Rating","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"Backlink Status","First Seen","Last Check","Day Lost",Language
78,5,31,https://www.english-arabic.org/english-to-arabic-meaning-megalith,"English to Arabic Meaning of megalith",89,10,https://www.merriam-webster.com/dictionary/megalith,"The Definition Dictionary.com","Merriam Webster",Wikipedia,Dofollow,,"2017-09-04 22:47:10","2017-09-20 22:09:04",,en
79,5,35,https://yousearch.io/Megalith,Megalith,18,12,https://www.merriam-webster.com/dictionary/megalith,,"Megalith | Definition of Megalith by Merriam-Webster",,Dofollow,,"2017-04-11 21:52:52","2017-06-16 10:28:28",,en
80,5,35,http://www.bomingles.com.br/palavras/comeco/me,"Palavras que começam com ME em inglês",16,2016,https://www.merriam-webster.com/dictionary/megalith,,megalith,,Nofollow,,"2017-01-15 18:41:52","2017-09-26 07:12:03",,en
81,5,35,http://www.bomingles.com.br/palavras/comeco/m,"Palavras que começam com M em inglês",16,11940,https://www.merriam-webster.com/dictionary/megalith,,megalith,,Nofollow,,"2017-02-03 14:25:16","2017-09-13 11:28:09",,
82,5,35,http://englishnfrench.com/dictionary/megalith,"megalith - French Meaning (Le sens français) | megalith en française sur EnglishnFrench.com",96,15,https://www.merriam-webster.com/dictionary/megalith,"The-definition.com Wikipedia.com Dictionary.com","Merriam Webster",,Dofollow,,"2017-04-27 08:11:48","2017-09-21 03:44:38",,en
83,5,20,http://www.ellenwilkin.com/,"Ellen A. Wilkin",107,69,https://www.merriam-webster.com/dictionary/megalith,"old. It is considered a ""megalith,"" which is defined in","Merriam Websters","as a very large usually rough stone used in prehistoric",Dofollow,,"2017-05-03 09:30:12","2017-09-08 11:04:49",,en
84,5,33,https://www.wordgamehelper.com/word/megalith,"megalith: Information about the word megalith - Word Game Helper",41,13,https://www.merriam-webster.com/dictionary/megalith,,"Click Here",,Nofollow,,"2017-04-30 10:41:45","2017-07-25 06:57:28",,en
85,4,30,http://english-portuguese.com/dictionary/megalith,"megalith - Portuguese Meaning (Português Significado) | 'megalith' in Portuguese at English-portuguese.com",98,15,https://www.merriam-webster.com/dictionary/megalith,"The-definition.com Wikipedia.com Dictionary.com","Merriam Webster",,Dofollow,,"2017-04-25 03:01:07","2017-09-22 06:43:58",,en
86,3,25,https://www.english-hindi.net/english-to-hindi-meaning-megalith,"English to Hindi Meaning of megalith",89,11,https://www.merriam-webster.com/dictionary/megalith,"The Definition Dictionary.com","Merriam Webster",Wikipedia,Dofollow,,"2017-08-26 22:46:22","2017-09-11 23:57:33",,
87,3,23,https://yiddish.english-dictionary.help/english-to-yiddish-meaning-megalith,"English to Yiddish Meaning of megalith",89,10,https://www.merriam-webster.com/dictionary/megalith,"The Definition Dictionary.com","Merriam Webster",Wikipedia,Dofollow,,"2017-09-11 10:57:22","2017-09-11 10:57:22",,en
88,3,23,https://catalan.english-dictionary.help/english-to-catalan-meaning-megalith,"English to Catalan Meaning of megalith",89,10,https://www.merriam-webster.com/dictionary/megalith,"The Definition Dictionary.com","Merriam Webster",Wikipedia,Dofollow,,"2017-09-08 18:54:28","2017-09-08 18:54:28",,en
89,2,22,https://www.english-kannada.com/english-to-kannada-meaning-megalith,"English to Kannada Meaning of megalith",89,11,https://www.merriam-webster.com/dictionary/megalith,"The Definition Dictionary.com","Merriam Webster",Wikipedia,Dofollow,,"2017-09-17 04:07:59","2017-09-25 03:31:06",,en
90,1,18,https://www.english-nepali.com/english-to-nepali-meaning-megalith,"English to Nepali Meaning of megalith",89,10,https://www.merriam-webster.com/dictionary/megalith,"The Definition Dictionary.com","Merriam Webster",Wikipedia,Dofollow,,"2017-08-27 14:06:24","2017-09-12 08:43:53",,
91,0,20,http://www.ellenwilkin.com/blog/2017/4/2/eight-week-europe-solo-travel-2011-unable-to-speak-at-le-mans-grumpy-gus-kindness-rudeness-then-irony-in-saumur,"Eight-Week Europe Solo Travel 2011: Unable to Speak at Le Mans; Grumpy Gus; Kindness, Rudeness, then Irony in Saumur — Ellen A. Wilkin",70,33,https://www.merriam-webster.com/dictionary/megalith,"old. It is considered a ""megalith,"" which is defined in","Merriam Websters","as a very large usually rough stone used in prehistoric",Dofollow,,"2017-05-08 18:07:44","2017-09-25 02:28:59",,en
92,0,15,https://www.english-welsh.net/english-to-welsh-meaning-megalith,"English to Welsh Meaning of megalith",89,10,https://www.merriam-webster.com/dictionary/megalith,"The Definition Dictionary.com","Merriam Webster",Wikipedia,Dofollow,,"2017-08-24 01:07:27","2017-09-22 04:45:58",,en
93,0,3,https://www.english-gujarati.com/english-to-gujarati-meaning-megalith,"English to Gujarati Meaning of megalith",89,11,https://www.merriam-webster.com/dictionary/megalith,"The Definition Dictionary.com","Merriam Webster",Wikipedia,Dofollow,,"2017-08-31 06:07:31","2017-09-08 16:54:22",,
94,0,9,https://www.english-punjabi.net/english-to-punjabi-meaning-megalith,"English to Punjabi Meaning of megalith",89,11,https://www.merriam-webster.com/dictionary/megalith,"The Definition Dictionary.com","Merriam Webster",Wikipedia,Dofollow,,"2017-04-19 01:51:19","2017-09-23 20:42:01",,en
